City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
114,kidal,18.4411,1.4078,25.57,8,71,6.93,ML,1681787533
115,whitehorse,60.7161,-135.0538,0.61,100,100,5.75,CA,1681787531
116,adrar,20.5022,-10.0711,26.89,26,55,5.28,MR,1681787533
117,fabens,31.5023,-106.1586,27.62,11,100,12.68,US,1681787469
118,kaindy,42.8247,73.6759,2.58,79,100,2.48,KG,1681787533
119,pierre,44.3683,-100.351,8.81,45,0,18.01,US,1681787406
120,santa marta de ortigueira,43.6833,-7.85,11.66,83,3,22.32,ES,1681787534
121,parkes,-33.1333,148.1833,25.75,36,0,4.61,AU,1681787534
122,constitucion,-35.3333,-72.4167,10.06,82,70,11.56,CL,1681787534
123,ponca city,36.707,-97.0856,21.98,35,0,12.66,US,1681787428
124,mili,6.0815,171.735,26.66,82,100,14.7,MH,1681787535
125,palmer,42.1584,-72.3287,12.75,84,75,6.91,US,1681787535
126,caleta olivia,-46.4393,-67.5281,10.32,51,82,19.35,AR,1681787535
127,sur,22.5667,59.5289,27.56,60,43,2.39,OM,1681787536
128,onega,63.9061,38.1404,-2.63,90,55,2.98,RU,1681787536
129,tolanaro,-25.0319,46.9987,21.58,87,49,8.46,MG,1681787536
130,touros,-5.1989,-35.4608,25.18,89,86,7.2,BR,1681787536
131,phan rang-thap cham,11.5667,108.9833,31.88,50,42,7.43,VN,1681787536
132,warrnambool,-38.3833,142.4833,22.41,56,1,15.52,AU,1681787364
133,hamilton,39.1834,-84.5333,7.35,81,0,6.91,US,1681787468
134,manturovo,58.3353,44.7619,4.02,88,66,6.53,RU,1681787467
135,bredasdorp,-34.5322,20.0403,13.14,83,0,2.3,ZA,1681787532
136,itaituba,-4.2761,-55.9836,23.08,99,100,1.05,BR,1681787431
137,midvagur,62.0511,-7.1939,11.46,87,75,11.5,FO,1681787537
138,umm kaddadah,13.6017,26.6876,25.72,10,89,15.23,SD,1681787533
139,stanley,54.868,-1.6985,5.85,94,100,3.44,GB,1681787537
140,bukama,-9.2,25.85,19.19,96,98,1.97,CD,1681787537
141,margate,51.3813,1.3862,7.72,86,29,5.99,GB,1681787538
142,hilo,19.7297,-155.09,25.14,77,20,5.75,US,1681787538
143,crucecita,-28.95,-58.9833,14.79,74,0,5.93,AR,1681787539
144,port mathurin,-19.6833,63.4167,26.21,74,11,18.1,MU,1681787539
145,east london,-33.0153,27.9116,20.49,51,0,11.99,ZA,1681787539
146,chipinge,-20.1883,32.6236,12.19,95,0,2.51,ZW,1681787539
147,torghay,49.6339,63.4981,-0.01,81,9,10.71,KZ,1681787540
148,kapuskasing,49.4169,-82.4331,-3.97,96,100,5.84,CA,1681787540
149,detva,48.5608,19.4195,8.45,86,96,3.22,SK,1681787540
150,tazacorte,28.629,-17.9293,17.54,83,0,8.01,ES,1681787541
151,sestri levante,44.2732,9.3968,14.34,70,99,3.0,IT,1681787541
152,choibalsan,48.0667,114.5,7.74,16,96,14.03,MN,1681787541
153,sisimiut,66.9395,-53.6735,-9.01,87,47,10.63,GL,1681787542
154,malanje,-9.5402,16.341,15.97,98,60,3.87,AO,1681787542
155,oral,51.2333,51.3667,-0.01,86,0,6.71,KZ,1681787542
156,colonia,50.9333,6.95,8.25,73,0,8.05,DE,1681787542
157,fortaleza,-3.7227,-38.5247,27.07,89,0,2.3,BR,1681787506
158,barakani,-12.1356,44.4317,27.12,78,73,7.07,KM,1681787543
159,goroka,-6.0834,145.3873,25.12,58,99,2.57,PG,1681787543
160,kattivakkam,13.2167,80.3167,29.05,89,0,9.84,IN,1681787544
161,amos,48.5669,-78.1162,2.97,93,36,3.91,CA,1681787544
162,happy valley-goose bay,53.3168,-60.3315,-2.38,92,97,1.03,CA,1681787544
163,shenjiamen,29.9576,122.298,17.9,94,94,23.6,CN,1681787544
164,kingston,17.997,-76.7936,24.02,98,4,2.86,JM,1681787544
165,daru,-9.0763,143.2092,28.98,71,95,2.59,PG,1681787545
166,hakui,36.8833,136.7833,11.8,86,100,4.38,JP,1681787545
167,berezovyy,51.6667,135.7,12.36,38,88,3.78,RU,1681787545
168,amahai,-3.3333,128.9167,30.81,64,74,5.99,ID,1681787545
169,la serena,-29.9078,-71.2542,12.73,87,0,3.44,CL,1681787545
170,port elizabeth,-33.918,25.5701,17.95,97,0,1.99,ZA,1681787546
171,sao joao da barra,-21.6403,-41.0511,23.87,91,19,9.19,BR,1681787546
172,taltal,-25.4,-70.4833,17.1,80,2,2.37,CL,1681787546
173,acajutla,13.5928,-89.8275,27.66,74,9,5.28,SV,1681787547
174,dawei,14.0833,98.2,32.44,55,80,5.59,MM,1681787547
175,yongchuan,29.3514,105.8947,25.3,70,100,6.31,CN,1681787547
176,kittila,67.6647,24.8936,1.08,86,0,4.61,FI,1681787547
177,strezhevoy,60.7333,77.5889,-15.44,81,33,10.74,RU,1681787547
178,nagqu,31.5,92.0,4.64,39,14,6.29,CN,1681787548
179,villa la venta,18.1,-94.05,23.72,81,1,6.55,MX,1681787548
180,atafu village,-8.5421,-172.5159,28.7,72,60,7.23,TK,1681787548
181,acarau,-2.8856,-40.12,25.22,89,100,7.81,BR,1681787549
182,san rafael,-34.6177,-68.3301,8.81,45,1,2.71,AR,1681787549
183,nchelenge,-9.3451,28.734,18.3,92,98,6.51,ZM,1681787549
184,namibe,-15.1961,12.1522,24.69,76,12,3.8,AO,1681787549
185,dakhla,23.6848,-15.958,18.36,77,1,5.23,EH,1681787549
186,ballina,-28.8667,153.5667,22.66,53,66,15.46,AU,1681787549
187,talnakh,69.4865,88.3972,-17.11,78,3,1.03,RU,1681787550
188,benito juarez,19.385,-99.165,17.78,57,54,5.99,MX,1681787550
189,portage la prairie,49.9728,-98.2926,2.72,71,71,1.99,CA,1681787550
190,forster,-32.1667,152.5167,21.75,62,57,4.0,AU,1681787550
191,mabai,23.0128,104.4508,27.55,34,1,7.45,CN,1681787550
192,matadi,-5.8167,13.45,24.27,98,100,1.97,CD,1681787550
193,usakos,-22.0,15.6,22.89,50,90,9.44,NA,1681787551
194,mezhdurechensk,53.6942,88.0603,-8.23,64,75,11.1,RU,1681787552
195,flying fish cove,-10.4217,105.6791,27.05,79,97,16.55,CX,1681787552
196,zelenoborskiy,66.845,32.3622,-2.68,93,42,6.31,RU,1681787552
197,rabigh,22.7986,39.0349,26.33,43,2,4.09,SA,1681787553
198,sept-iles,50.2001,-66.3821,2.81,78,100,10.0,CA,1681787553
199,namsos,64.4662,11.4957,4.03,86,94,9.22,NO,1681787553
200,tyuratam,45.6507,63.3156,4.84,41,0,7.56,KZ,1681787553
201,lefkada,38.8275,20.7019,11.95,94,75,0.0,GR,1681787554
202,luoyang,34.6836,112.4536,26.92,26,89,15.26,CN,1681787554
203,borogontsy,62.6683,131.1683,-2.63,93,100,6.31,RU,1681787554
204,lititz,40.1573,-76.3069,12.02,54,100,20.71,US,1681787554
205,chonchi,-42.6128,-73.8092,8.95,96,100,4.41,CL,1681787554
206,severo-yeniseyskiy,60.3725,93.0408,-5.38,93,100,10.71,RU,1681787555
207,chodavaram,17.8333,82.95,35.12,25,0,5.19,IN,1681787555
208,gadzhiyevo,69.2551,33.3362,1.48,99,100,13.67,RU,1681787555
209,badger,64.8,-147.5333,-0.05,62,100,5.75,US,1681787555
210,la'ie,21.6477,-157.9253,26.98,74,100,10.0,US,1681787555
211,aykhal,66.0,111.5,-4.89,92,100,9.53,RU,1681787555
212,traverse city,44.7631,-85.6206,0.11,94,100,11.5,US,1681787387
213,iskateley,67.6803,53.1512,-12.43,83,37,6.04,RU,1681787556
214,yanchep,-31.55,115.6833,22.85,50,0,10.76,AU,1681787556
215,kenai,60.5544,-151.2583,4.05,63,40,8.05,US,1681787556
216,vilyuchinsk,52.9306,158.4028,3.15,100,100,0.58,RU,1681787557
217,saipan,15.1355,145.701,31.39,100,40,20.71,MP,1681787557
218,shatrovo,56.5167,64.6333,0.98,94,100,7.31,RU,1681787557
219,fale old settlement,-9.3852,-171.2468,27.81,76,100,6.8,TK,1681787557
220,palmas,-10.2128,-48.3603,25.93,94,20,2.3,BR,1681787558
221,mata-utu,-13.2816,-176.1745,28.12,73,100,11.61,WF,1681787558
222,nema,57.5067,50.5011,5.91,65,100,3.67,RU,1681787559
223,sola,-13.8833,167.55,27.37,75,57,7.99,VU,1681787559
224,arkhangel'sk,64.5401,40.5433,-4.94,67,0,2.24,RU,1681787287
225,port alfred,-33.5906,26.891,18.88,76,0,9.55,ZA,1681787526
226,oppdal,62.5943,9.6912,3.15,51,100,3.33,NO,1681787559
227,lawas,13.764,121.0566,30.55,65,51,12.73,PH,1681787560
228,fukuecho,32.6881,128.8419,20.2,88,75,14.97,JP,1681787560
229,gizo,-8.103,156.8419,28.54,63,86,5.08,SB,1681787560
230,minas de marcona,-15.2119,-75.1103,16.54,85,100,9.95,PE,1681787560
231,juba,4.8517,31.5825,21.67,84,100,4.38,SS,1681787560
232,punta arenas,-53.15,-70.9167,7.06,76,0,34.52,CL,1681787338
233,pisco,-13.7,-76.2167,23.03,78,100,13.8,PE,1681787561
234,san pedro pochutla,15.7333,-96.4667,25.95,71,28,4.34,MX,1681787561
235,rabo de peixe,37.8,-25.5833,11.73,76,20,9.22,PT,1681787561
236,anaconda,46.1285,-112.9423,2.55,98,91,3.29,US,1681787561
237,bayganin,48.6947,55.8742,5.16,70,10,3.89,KZ,1681787561
238,bolgatanga,10.7856,-0.8514,31.36,47,99,7.76,GH,1681787562
239,nova sintra,14.8667,-24.7167,20.1,82,98,23.51,CV,1681787562
240,dunaivtsi,48.8891,26.8564,6.31,78,100,7.78,UA,1681787562
241,cam ranh,11.9214,109.1591,30.98,62,0,9.22,VN,1681787562
242,inarajan village,13.2736,144.7484,31.11,82,60,19.3,GU,1681787562
243,posse,-14.0931,-46.3694,22.52,67,38,2.37,BR,1681787563
244,siwa oasis,29.2041,25.5195,24.47,17,24,7.2,EG,1681787563
245,galesong,-5.3166,119.3661,31.01,71,90,1.34,ID,1681787563
246,queenstown,-31.8976,26.8753,13.56,42,0,6.55,ZA,1681787563
247,lebu,-37.6167,-73.65,9.23,76,65,8.72,CL,1681787562
248,sandnessjoen,66.0217,12.6316,5.92,83,94,1.99,NO,1681787563
249,as saffaniyah,27.9708,48.73,22.94,40,2,7.0,SA,1681787564
250,flin flon,54.7682,-101.865,-0.79,89,100,10.6,CA,1681787564
251,rong kwang,18.339,100.3174,36.39,27,0,6.26,TH,1681787564
252,ishinomaki,38.4167,141.3,13.16,51,69,6.89,JP,1681787564
253,papao,-17.75,-149.55,28.82,78,97,13.82,PF,1681787564
254,mahanje,-9.9333,35.3333,17.36,98,88,1.21,TZ,1681787565
255,guateque,5.0062,-73.4727,16.73,96,100,1.81,CO,1681787565
256,clearwater,27.9659,-82.8001,22.17,60,0,20.0,US,1681787424
257,felipe carrillo puerto,19.5833,-88.05,20.84,98,23,2.51,MX,1681787565
258,port augusta,-32.5,137.7667,23.03,35,2,3.91,AU,1681787565
259,takab,36.4009,47.1133,8.37,68,3,3.53,IR,1681787565
260,wagar,16.1525,36.2032,24.92,58,8,10.04,SD,1681787565
261,thenzawl,23.3167,92.75,31.93,31,1,2.51,IN,1681787565
262,north bend,43.4065,-124.2243,8.25,79,40,9.22,US,1681787441
263,prince george,53.9166,-122.753,4.05,64,90,0.96,CA,1681787566
264,nadi,-17.8,177.4167,26.0,89,75,5.75,FJ,1681787518
265,ola,59.5833,151.2833,0.73,79,100,8.34,RU,1681787566
266,xilitla,21.3333,-98.9667,20.07,96,97,0.69,MX,1681787566
267,lospalos,-8.5186,127.0025,25.96,81,88,7.78,TL,1681787566
268,suriapet,17.15,79.6167,32.06,32,33,7.25,IN,1681787566
269,riviere-du-loup,47.8304,-69.5342,7.62,94,100,9.78,CA,1681787567
270,rio de janeiro,-22.9028,-43.2075,27.19,78,0,5.75,BR,1681787416
271,chukhloma,58.7525,42.6825,2.78,91,40,3.15,RU,1681787567
272,ilulissat,69.2167,-51.1,-2.99,80,75,9.22,GL,1681787567
273,port saint john's,-31.6229,29.5448,21.58,38,0,8.77,ZA,1681787567
274,montepuez,-13.1256,38.9997,18.42,96,91,8.28,MZ,1681787567
275,toliara,-23.35,43.6667,22.04,78,0,8.77,MG,1681787567
276,quelimane,-17.8786,36.8883,20.35,84,83,2.82,MZ,1681787567
277,aral,40.5156,81.2636,20.46,25,100,11.07,CN,1681787567
278,island harbour,50.724,-1.2758,7.18,93,22,1.01,GB,1681787568
279,igrim,63.1906,64.4162,-8.67,78,37,8.05,RU,1681787568
280,antofagasta,-23.65,-70.4,17.6,82,43,4.99,CL,1681787535
281,harnai,30.1005,67.9374,22.76,40,34,2.53,PK,1681787568
282,binzhou,37.3667,118.0167,23.13,37,43,12.15,CN,1681787568
283,lompoc,34.6391,-120.4579,11.44,86,0,11.5,US,1681787568
284,longyearbyen,78.2186,15.6401,-6.09,79,75,6.91,SJ,1681787568
285,geraldton,-28.7667,114.6,24.23,46,0,12.66,AU,1681787533
286,olonkinbyen,70.9221,-8.7187,1.49,94,100,22.55,SJ,1681787568
287,amarillo,35.222,-101.8313,19.88,30,0,19.57,US,1681787568
288,bel ombre,-4.6167,55.4167,28.47,71,35,2.51,SC,1681787569
289,hinton,53.4001,-117.5857,-2.13,80,34,3.36,CA,1681787569
290,praia da vitoria,38.7333,-27.0667,13.27,68,54,7.27,PT,1681787569
291,sarandi,-23.4436,-51.8739,19.72,97,60,3.67,BR,1681787569
292,ha tinh,18.3333,105.9,34.89,48,0,2.28,VN,1681787569
293,nemuro,43.3236,145.575,4.26,70,24,2.51,JP,1681787569
294,tsiroanomandidy,-18.7667,46.0333,16.76,95,99,2.62,MG,1681787570
295,yazd,31.8972,54.3675,13.06,33,20,4.61,IR,1681787570
296,beau vallon,-20.4189,57.6953,24.56,81,30,9.22,MU,1681787570
297,preobrazheniye,42.9019,133.9064,7.46,72,100,6.08,RU,1681787570
298,sturgis,41.7992,-85.4192,1.89,86,100,9.22,US,1681787570
299,ketchikan,55.3422,-131.6461,8.26,57,0,8.05,US,1681787570
300,mermoz boabab,14.7065,-17.4758,21.31,89,8,20.98,SN,1681787570
301,ciudad lazaro cardenas,17.9583,-102.2,24.89,82,14,0.81,MX,1681787570
302,al kharijah,25.4514,30.5464,22.67,13,0,3.33,EG,1681787570
303,basco,20.4487,121.9702,26.32,86,16,13.13,PH,1681787571
304,balabac,7.9868,117.0645,30.19,67,71,11.74,PH,1681787571
305,st. john's,47.5649,-52.7093,-2.69,87,15,1.01,CA,1681787571
306,ostersund,63.1792,14.6357,1.25,80,40,5.75,SE,1681787571
307,bandarbeyla,9.4942,50.8122,27.01,73,8,6.35,SO,1681787571
308,pailon,-17.65,-62.75,18.95,93,100,4.9,BO,1681787571
309,rawlins,41.7911,-107.2387,8.53,45,0,8.72,US,1681787547
310,ishqoshim,36.7248,71.6133,5.89,95,100,5.48,TJ,1681787571
311,tromso,69.6496,18.957,4.01,87,100,8.05,NO,1681787560
312,puerto aysen,-45.4,-72.7,6.34,99,100,4.54,CL,1681787572
313,nieuw amsterdam,5.8833,-55.0833,25.57,93,96,8.86,SR,1681787572
314,makedonski brod,41.5136,21.2153,8.49,90,93,1.66,MK,1681787462
315,bereket,39.2446,55.5154,9.82,28,9,19.98,TM,1681787572
316,ed damer,17.5928,33.9592,24.57,16,37,9.19,SD,1681787572
317,vila velha,-20.3297,-40.2925,22.97,95,0,3.44,BR,1681787559
